Entity,Code,Year,Literacy rate among young people
Latin America and Caribbean (WB),WB_LAC,1992,92.14645
Latin America and Caribbean (WB),WB_LAC,1993,92.7397
Latin America and Caribbean (WB),WB_LAC,1994,93.32685
Latin America and Caribbean (WB),WB_LAC,1995,93.91158
Latin America and Caribbean (WB),WB_LAC,1996,94.22767
Latin America and Caribbean (WB),WB_LAC,1997,94.35014
Latin America and Caribbean (WB),WB_LAC,1998,94.59259
Latin America and Caribbean (WB),WB_LAC,1999,94.80985
Latin America and Caribbean (WB),WB_LAC,2000,95.01228
Latin America and Caribbean (WB),WB_LAC,2001,95.16771
Latin America and Caribbean (WB),WB_LAC,2002,95.56565
Latin America and Caribbean (WB),WB_LAC,2003,96.31987
Latin America and Caribbean (WB),WB_LAC,2004,96.44152
Latin America and Caribbean (WB),WB_LAC,2005,96.62948
Latin America and Caribbean (WB),WB_LAC,2006,96.7331
Latin America and Caribbean (WB),WB_LAC,2007,96.94023
Latin America and Caribbean (WB),WB_LAC,2008,97.13288
Latin America and Caribbean (WB),WB_LAC,2009,97.34371
Latin America and Caribbean (WB),WB_LAC,2010,97.31098
Latin America and Caribbean (WB),WB_LAC,2011,97.73799
Latin America and Caribbean (WB),WB_LAC,2012,97.90071
Latin America and Caribbean (WB),WB_LAC,2013,97.8677
Latin America and Caribbean (WB),WB_LAC,2014,98.19679
Latin America and Caribbean (WB),WB_LAC,2015,98.26237
Latin America and Caribbean (WB),WB_LAC,2016,98.38798
Latin America and Caribbean (WB),WB_LAC,2017,98.37647
Latin America and Caribbean (WB),WB_LAC,2018,98.45692
Latin America and Caribbean (WB),WB_LAC,2019,98.49913
Latin America and Caribbean (WB),WB_LAC,2020,98.49363
Latin America and Caribbean (WB),WB_LAC,2021,98.54633
Latin America and Caribbean (WB),WB_LAC,2022,98.59947
Latin America and Caribbean (WB),WB_LAC,2023,98.63148
Latin America and the Caribbean (SDG),,1974,87.70842
Latin America and the Caribbean (SDG),,1975,87.71502
Latin America and the Caribbean (SDG),,1976,87.97212
Latin America and the Caribbean (SDG),,1977,88.23905
Latin America and the Caribbean (SDG),,1978,88.52354
Latin America and the Caribbean (SDG),,1979,88.7031
Latin America and the Caribbean (SDG),,1980,88.77615
Latin America and the Caribbean (SDG),,1981,88.96776
